Type,Make_Model,Combined_LP100km
Midsize Cars,LEXUS_GS 350 AWD,10.941994433202302
Midsize Cars,LEXUS_GS 350 F SPORT,10.785256630702754
Midsize Cars,LEXUS_LS 500,10.267119899313965
Midsize Cars,LEXUS_LS 500 AWD,11.146289934052046
Midsize Cars,LEXUS_LS 500h,8.401931157491912
Midsize Cars,LEXUS_LS 500h AWD,9.106185137294071
Midsize Cars,LEXUS_UX 200,7.232387011208684
Midsize Cars,Lincoln_MKZ AWD,10.231169348992315
Midsize Cars,Lincoln_MKZ AWD,11.79866186456123
Midsize Cars,Lincoln_MKZ FWD,9.868618870605479
Midsize Cars,Lincoln_MKZ FWD,11.24772062878766
Midsize Cars,Lincoln_MKZ HYBRID FWD,5.736941056910569
Midsize Cars,MASERATI_Ghibli  S RWD,12.561459395855472
Midsize Cars,MASERATI_Ghibli V6 Rear Wheel Drive (RWD),12.172525711486244
Midsize Cars,MASERATI_Ghibli V6 SQ4 AWD,12.586329446724564
Midsize Cars,MAZDA_Mazda3 5-Door 2WD,7.947217238625855
Midsize Cars,MAZDA_Mazda3 5-Door 2WD,8.060014026478976
Midsize Cars,MAZDA_Mazda3 5-Door 4WD,8.711651234567901
Midsize Cars,MAZDA_MAZDA6,8.003517768046212
Midsize Cars,MAZDA_MAZDA6,8.904685017559665
Midsize Cars,MAZDA_MAZDA6,8.711651234567901
Midsize Cars,Mercedes-Benz_AMG E 63 S 4MATIC,13.435535893466763
Midsize Cars,Mercedes-Benz_AMG E53 4MATIC+,9.796525753158404
Midsize Cars,Mercedes-Benz_E 300,9.514267820281013
Midsize Cars,Mercedes-Benz_E 300 4MATIC,9.690140042405467
Midsize Cars,Mercedes-Benz_E 450 4MATIC,10.356674768324863
Midsize Cars,Mini_COOPER CLUBMAN,8.630017660108944
Midsize Cars,Mini_COOPER CLUBMAN,8.481672261867413
Midsize Cars,Mini_COOPER CLUBMAN ALL4,9.041707028927567
Midsize Cars,Mini_COOPER CLUBMAN ALL4,9.0983654644572
Midsize Cars,Mini_COOPER COUNTRYMAN,8.630017660108944
Midsize Cars,Mini_COOPER COUNTRYMAN,8.481672261867413
Midsize Cars,Mini_COOPER COUNTRYMAN ALL4,9.23492971497298
Midsize Cars,Mini_COOPER COUNTRYMAN ALL4,9.0983654644572
Midsize Cars,Mini_COOPER S CLUBMAN,8.8392307991016
Midsize Cars,Mini_COOPER S CLUBMAN,9.290849686110935
Midsize Cars,Mini_COOPER S CLUBMAN ALL4,9.168908076220918
Midsize Cars,Mini_COOPER S CLUBMAN ALL4,9.73602533748358
Midsize Cars,Mini_COOPER S COUNTRYMAN,8.8392307991016
Midsize Cars,Mini_COOPER S COUNTRYMAN ALL4,9.20893365176311
Midsize Cars,Mini_COOPER S COUNTRYMAN ALL4,9.720012534953232
Midsize Cars,Mini_JCW COUNTRYMAN ALL4,9.335653210453271
Midsize Cars,Mini_JCW COUNTRYMAN ALL4,9.720012534953232
Midsize Cars,Mini_JOHN COOPER WORKS CLUBMAN ALL4,9.168908076220918
Midsize Cars,Mini_JOHN COOPER WORKS CLUBMAN ALL4,9.73602533748358
Midsize Cars,NISSAN_ALTIMA,7.350455729166666
Midsize Cars,NISSAN_ALTIMA AWD,7.784129017027829
Midsize Cars,NISSAN_ALTIMA AWD SR/PLATINUM,8.110847701149424
Midsize Cars,NISSAN_ALTIMA SR/PLATINUM,8.222331170677368
Midsize Cars,NISSAN_ALTIMA SR/PLATINUM,7.603805007252045
Midsize Cars,NISSAN_Kicks,7.170280036133694
Midsize Cars,NISSAN_MAXIMA,9.693694269178408
Midsize Cars,NISSAN_SENTRA,8.110847701149424
Midsize Cars,NISSAN_SENTRA,7.291960533263889
Midsize Cars,NISSAN_SENTRA,7.842002231542542
Midsize Cars,NISSAN_SENTRA NISMO,8.711651234567901
Midsize Cars,NISSAN_SENTRA NISMO,8.711651234567901
Midsize Cars,Rolls-Royce Motor Cars Limited_Wraith,16.58344320123334
Midsize Cars,Subaru_IMPREZA 4-Door,7.46011948560506
Midsize Cars,Subaru_IMPREZA 4-Door,8.805676289166668
Midsize Cars,Subaru_IMPREZA 4-Door SPORT,7.726393040545718
Midsize Cars,Subaru_IMPREZA 4-Door SPORT,8.969610591009335
Midsize Cars,Subaru_LEGACY,8.249438263984361
Midsize Cars,Subaru_LEGACY,10.294260313681209
Midsize Cars,TOYOTA_AVALON,9.43507702963254
Midsize Cars,TOYOTA_AVALON HYBRID,5.441481863622833
Midsize Cars,TOYOTA_AVALON HYBRID XLE,5.390774447968806
Midsize Cars,TOYOTA_AVALON XLE,9.072991522884866
Midsize Cars,TOYOTA_CAMRY,6.922494160488704
Midsize Cars,TOYOTA_CAMRY,8.98104945507399
Midsize Cars,TOYOTA_CAMRY HYBRID LE,4.545174207993239
Midsize Cars,TOYOTA_CAMRY HYBRID XLE/SE,5.08735967551348
Midsize Cars,TOYOTA_CAMRY LE/SE,7.353006303228098
Midsize Cars,TOYOTA_CAMRY XLE/XSE,7.277476287273352
Midsize Cars,TOYOTA_CAMRY XSE,9.176348310296351
Midsize Cars,TOYOTA_COROLLA,7.4613027075151885
Midsize Cars,TOYOTA_COROLLA,7.61098941042218
Midsize Cars,TOYOTA_COROLLA,7.735795018527044
Midsize Cars,TOYOTA_COROLLA LE ECO,6.9108805341889115
Midsize Cars,TOYOTA_COROLLA LE ECO,7.202820419383122
Midsize Cars,TOYOTA_PRIUS,4.488956426869726
Midsize Cars,TOYOTA_PRIUS AWD,4.704291666666666
Midsize Cars,TOYOTA_PRIUS Eco,4.222883004189107
Midsize Cars,Volkswagen_Passat,8.050331416706594
Midsize Cars,"Volvo Cars of North America, LLC_S90 AWD",9.552171576470842
Midsize Cars,"Volvo Cars of North America, LLC_S90 AWD",9.17616931687551
Midsize Cars,"Volvo Cars of North America, LLC_S90 FWD",8.711651234567901
Large Cars,Audi_A8L,10.776016755544966
Large Cars,BMW_330i xDrive Gran Turismo,8.78007074884781
Large Cars,BMW_340i xDrive Gran Turismo,10.181259477607956
Large Cars,BMW_640i xDrive Gran Turismo,10.296017690076399
Large Cars,BMW_740i,9.861957231164423
Large Cars,BMW_740i xDrive,10.181259477607956
Large Cars,BMW_750i,11.418460804064823
Large Cars,BMW_750i xDrive,11.875865684477676
Large Cars,BMW_Alpina B7 xDrive,11.875865684477676
Large Cars,BMW_M760i xDrive,15.051036187648505
Large Cars,BMW_X1 sDrive28i,8.943146230892749
Large Cars,BMW_X1 xDrive28i,9.290996481858924
Large Cars,Cadillac_CT6,8.400520833333331
Large Cars,Cadillac_CT6 AWD,11.341600326597263
Large Cars,Cadillac_CT6 AWD,11.096754840769238
Large Cars,Cadillac_XTS,10.8095433955732
Large Cars,Cadillac_XTS AWD,11.760729166666666
Large Cars,Cadillac_XTS AWD,12.81907172857807
Large Cars,Chevrolet_IMPALA,9.574801894216938
Large Cars,Chevrolet_IMPALA,10.731032904331533
Large Cars,Chevrolet_IMPALA,10.813568685503421
Large Cars,Chrysler_300,10.32557719265899
Large Cars,Chrysler_300,10.32557719265899
Large Cars,Chrysler_300,12.339449340747734
Large Cars,Chrysler_300 AWD,10.988511519625018
Large Cars,Chrysler_300 AWD,10.988511519625018
Large Cars,Dodge_Charger,10.32557719265899
Large Cars,Dodge_Charger,10.32557719265899
Large Cars,Dodge_Charger,12.339449340747734
Large Cars,Dodge_Charger,13.186817550685555
Large Cars,Dodge_Charger AWD,10.988511519625018
Large Cars,Dodge_Charger SRT,14.49954897198489
Large Cars,Ford_TAURUS AWD,12.3797149122807
Large Cars,Ford_TAURUS AWD,12.448772841623178
Large Cars,Ford_TAURUS AWD FFV,12.3797149122807
Large Cars,Ford_TAURUS FWD,11.308610902773768
Large Cars,Ford_TAURUS FWD FFV,11.308556533667952
Large Cars,GENESIS_G80 AWD,11.942979026612775
Large Cars,GENESIS_G80 AWD,11.692329041772297
Large Cars,GENESIS_G80 AWD,13.214970607128075
Large Cars,GENESIS_G80 RWD,11.642787726992234
Large Cars,GENESIS_G80 RWD,11.11484549495484
Large Cars,GENESIS_G80 RWD,12.503433092352397
Large Cars,GENESIS_G90 AWD,11.865621258592624
Large Cars,GENESIS_G90 AWD,12.993055517195026
Large Cars,GENESIS_G90 RWD,11.94983531045461
Large Cars,GENESIS_G90 RWD,12.678049433421906
Large Cars,Honda_ACCORD,7.067448584895266
Large Cars,Honda_ACCORD,7.5190708939638045
Large Cars,Honda_ACCORD,7.9158715949335265
Large Cars,Honda_ACCORD,8.701209782828506
Large Cars,Honda_ACCORD,4.853147403837159
Large Cars,Honda_ACCORD,9.160908997672266
Large Cars,Honda_CIVIC 5Dr,6.875729575301914
Large Cars,Honda_CIVIC 5Dr,7.298386304376381
Large Cars,Honda_CIVIC 5Dr,7.226765127284978
Large Cars,Honda_CIVIC 5Dr,9.592881778053291
Large Cars,HYUNDAI MOTOR COMPANY_Elantra GT,8.509965062584644
Large Cars,HYUNDAI MOTOR COMPANY_Elantra GT,9.205581842541605
Large Cars,HYUNDAI MOTOR COMPANY_Elantra GT,8.556680247856717
Large Cars,HYUNDAI MOTOR COMPANY_Ioniq,4.3088669469454794
Large Cars,HYUNDAI MOTOR COMPANY_Ioniq Blue,4.070695978937069
Large Cars,HYUNDAI MOTOR COMPANY_Sonata,7.546233319858751
Large Cars,HYUNDAI MOTOR COMPANY_Sonata,9.053574567396577
Large Cars,HYUNDAI MOTOR COMPANY_Sonata,8.349203053138861
Large Cars,HYUNDAI MOTOR COMPANY_Sonata SE,8.087144003208984
Large Cars,Jaguar_XJ,10.998222407177078
Large Cars,Jaguar_XJ,13.305346886749403
Large Cars,Jaguar_XJ AWD,11.771205539596906
Large Cars,Jaguar_XJL,11.084204730915252
Large Cars,Jaguar_XJL,13.305346886749403
Large Cars,Jaguar_XJL AWD,11.918409727359634
Large Cars,KIA MOTORS CORPORATION_Cadenza,10.280806999140403
Large Cars,KIA MOTORS CORPORATION_K900,11.273759140588925
Large Cars,KIA MOTORS CORPORATION_Optima,7.705814165544608
Large Cars,KIA MOTORS CORPORATION_Optima,9.7195305548439
Large Cars,KIA MOTORS CORPORATION_Optima,8.561601245334847
Large Cars,KIA MOTORS CORPORATION_Optima FE,8.171372209792994
Large Cars,Lincoln_CONTINENTAL AWD,11.906223214345973
Large Cars,Lincoln_CONTINENTAL AWD,12.360068908016379
Large Cars,Lincoln_CONTINENTAL AWD,12.251461455256985
Large Cars,Lincoln_CONTINENTAL FWD,11.225443875465112
Large Cars,Lincoln_CONTINENTAL FWD,11.666927072999748
Large Cars,MASERATI_QUATTROPORTE S,12.805950877269392
Large Cars,MASERATI_QUATTROPORTE SQ4 V6,12.845253958372016
Large Cars,MASERATI_QUATTROPORTE V8,13.680754682595536
Large Cars,Mercedes-Benz_AMG S 63 4MATIC,11.745987951787171
Large Cars,Mercedes-Benz_AMG S 65,15.149331675941191
Large Cars,Mercedes-Benz_Maybach S 650,15.110306320196147
Large Cars,Mercedes-Benz_S 450,10.704709567802908
Large Cars,Mercedes-Benz_S 450 4MATIC,10.832792187855006
Large Cars,Mercedes-Benz_S 560,11.468567411849792
Large Cars,Mercedes-Benz_S 560 4MATIC,11.332857145151472
Large Cars,Mercedes-Benz_S 560 4MATIC Maybach,12.11640627280485
Large Cars,Porsche_Panamera 4,10.539421054832657
Large Cars,Porsche_Panamera 4 Executive,10.539421054832657
Large Cars,Porsche_Panamera 4S,11.200694444444443
Large Cars,Porsche_Panamera 4S Executive,11.200694444444443
Large Cars,Porsche_Panamera GTS,12.460709524187921
Large Cars,Porsche_Panamera GTS ST,12.915788096100975
Large Cars,Porsche_Panamera Turbo,11.208860900243192
Large Cars,Porsche_Panamera Turbo Executive,11.208860900243192
Large Cars,Porsche_Panamera Turbo ST,11.935948896466797
Large Cars,Rolls-Royce Motor Cars Limited_Ghost,16.932266733854032
Large Cars,Rolls-Royce Motor Cars Limited_Ghost EWB,16.932266733854032
Large Cars,Rolls-Royce Motor Cars Limited_Phantom,16.344561415699626
Large Cars,Rolls-Royce Motor Cars Limited_Phantom EWB,16.344561415699626
Large Cars,Volkswagen_Arteon,9.32022757591367
Large Cars,Volkswagen_Arteon 4Motion,10.431865925718956
Small Station Wagons,BMW_330i xDrive Sports Wagon,8.78007074884781
Small Station Wagons,Buick_REGAL TOUR X AWD,9.646979490502632
Small Station Wagons,Chevrolet_SONIC 5,8.159297044288266
Small Station Wagons,Chevrolet_SONIC 5,7.997857282914593
Small Station Wagons,FIAT_500L,9.431898987630756
Small Station Wagons,Honda_FIT,6.450066726995182
Small Station Wagons,Honda_FIT,7.1277146464646455
Small Station Wagons,Honda_FIT,7.473749236095885
Small Station Wagons,Honda_HR-V AWD,8.235948925342996
Small Station Wagons,Honda_HR-V AWD,8.315377309241915
Small Station Wagons,Honda_HR-V FWD,7.775688705234159
Small Station Wagons,Honda_HR-V FWD,7.775688705234159
Small Station Wagons,KIA MOTORS CORPORATION_Niro,4.8299971730936
Small Station Wagons,KIA MOTORS CORPORATION_Niro FE,4.666020962730352
Small Station Wagons,KIA MOTORS CORPORATION_Niro Touring,5.447934761629029
Small Station Wagons,KIA MOTORS CORPORATION_Soul,8.481549926379998
Small Station Wagons,KIA MOTORS CORPORATION_Soul,8.384082043897262
Small Station Wagons,KIA MOTORS CORPORATION_Soul,8.833089862604899
Small Station Wagons,KIA MOTORS CORPORATION_Soul,8.778497870201733
Small Station Wagons,NISSAN_Rogue Sport,8.400520833333331
Small Station Wagons,NISSAN_Rogue Sport AWD,8.711651234567901
Small Station Wagons,Subaru_IMPREZA 5-Door,7.5305054068792705
Small Station Wagons,Subaru_IMPREZA 5-Door,8.90613483072325
Small Station Wagons,Subaru_IMPREZA 5-Door SPORT,7.775971467832989
Small Station Wagons,Subaru_IMPREZA 5-Door SPORT,9.308461521211184
Small Station Wagons,Volkswagen_Golf Alltrack,9.450164055176108
Small Station Wagons,Volkswagen_Golf Alltrack,9.61197267513928
Small Station Wagons,Volkswagen_Golf SportWagen,7.637630641278746
Small Station Wagons,Volkswagen_Golf SportWagen,7.289813592345344
Small Station Wagons,Volkswagen_Golf SportWagen 4Motion,9.611933396264709
Small Station Wagons,Volkswagen_Golf SportWagen 4Motion,9.339879182070025
Small Station Wagons,"Volvo Cars of North America, LLC_V60 AWD",9.552171576470842
Small Station Wagons,"Volvo Cars of North America, LLC_V60 CC AWD",9.337691578866576
Small Station Wagons,"Volvo Cars of North America, LLC_V60 FWD",8.407517088624937
Midsize Station Wagons,Jaguar_XF Sportbrake AWD,11.320040009111937
Midsize Station Wagons,Mercedes-Benz_AMG E 63 S 4MATIC (Station Wagon,12.656015718600461
Midsize Station Wagons,Mercedes-Benz_AMG GLA 45 4MATIC,9.591082450195655
Midsize Station Wagons,Mercedes-Benz_E 450 4MATIC (station wagon),10.783921552446099
Midsize Station Wagons,NISSAN_MURANO AWD,10.25990959160647
Midsize Station Wagons,NISSAN_MURANO FWD,10.10662790980795
Midsize Station Wagons,Rolls-Royce Motor Cars Limited_Cullinan,16.344561415699626
Midsize Station Wagons,"Volvo Cars of North America, LLC_V90 AWD",9.552171576470842
Midsize Station Wagons,"Volvo Cars of North America, LLC_V90 CC AWD",9.885540911217765
Midsize Station Wagons,"Volvo Cars of North America, LLC_V90 CC AWD",9.374497659842145
Midsize Station Wagons,"Volvo Cars of North America, LLC_V90 FWD",8.711651234567901
Small Pick-up Trucks 2WD,Chevrolet_COLORADO 2WD,10.76329465132809
Small Pick-up Trucks 2WD,Chevrolet_COLORADO 2WD,10.679339271985421
Small Pick-up Trucks 2WD,Chevrolet_COLORADO 2WD,10.0541395238828
Small Pick-up Trucks 2WD,Chevrolet_COLORADO 2WD,11.66033369356507
Small Pick-up Trucks 2WD,GMC_CANYON 2WD,10.76329465132809
Small Pick-up Trucks 2WD,GMC_CANYON 2WD,10.679339271985421
Small Pick-up Trucks 2WD,GMC_CANYON 2WD,10.0541395238828
Small Pick-up Trucks 2WD,GMC_CANYON 2WD,11.66033369356507
Small Pick-up Trucks 2WD,Honda_RIDGELINE FWD,10.926846849357917
Small Pick-up Trucks 2WD,NISSAN_FRONTIER 2WD,12.319027492632785
Small Pick-up Trucks 2WD,NISSAN_FRONTIER 2WD,11.14475837147523
Small Pick-up Trucks 2WD,NISSAN_FRONTIER 2WD,12.653836980769366
Small Pick-up Trucks 2WD,NISSAN_FRONTIER 2WD,12.7015316132609
Small Pick-up Trucks 2WD,NISSAN_FRONTIER 2WD FFV,13.027958710430212
Small Pick-up Trucks 2WD,TOYOTA_TACOMA 2WD,11.157975338861375
Small Pick-up Trucks 2WD,TOYOTA_TACOMA 2WD,11.392909096486594
Small Pick-up Trucks 4WD,Chevrolet_COLORADO 4WD,11.35315104418058
Small Pick-up Trucks 4WD,Chevrolet_COLORADO 4WD,10.520000327984208
Small Pick-up Trucks 4WD,Chevrolet_COLORADO 4WD,12.174919943132014
Small Pick-up Trucks 4WD,Chevrolet_COLORADO ZR2 4WD,12.11447174151902
Small Pick-up Trucks 4WD,Chevrolet_COLORADO ZR2 4WD,14.085464685721583
Small Pick-up Trucks 4WD,GMC_CANYON 4WD,11.35315104418058
Small Pick-up Trucks 4WD,GMC_CANYON 4WD,10.520000327984208
Small Pick-up Trucks 4WD,GMC_CANYON 4WD,12.174919943132014
Small Pick-up Trucks 4WD,NISSAN_FRONTIER 4WD,13.697724369800097
Small Pick-up Trucks 4WD,NISSAN_FRONTIER 4WD,13.433310679352894
Small Pick-up Trucks 4WD,NISSAN_FRONTIER 4WD FFV,13.737484498591487
Small Pick-up Trucks 4WD,TOYOTA_TACOMA 4WD,11.728124979224422
Small Pick-up Trucks 4WD,TOYOTA_TACOMA 4WD,11.860954229909401
Small Pick-up Trucks 4WD,TOYOTA_TACOMA 4WD,12.720696530327857
Small Pick-up Trucks 4WD,TOYOTA_TACOMA 4WD D-CAB V6 MT OFF-ROAD,12.847218429226338
Small Pick-up Trucks 4WD,TOYOTA_TACOMA 4WD TRD PRO,11.860954229909401
Small Pick-up Trucks 4WD,TOYOTA_TACOMA 4WD TRD PRO,12.847218429226338
Standard Pick-up Trucks 2WD,Chevrolet_C10 SILVERADO 2WD,11.147663417046209
Standard Pick-up Trucks 2WD,Chevrolet_C10 SILVERADO 2WD,11.733624494085328
Standard Pick-up Trucks 2WD,Chevrolet_C10 SILVERADO 2WD,13.457212683628262
Standard Pick-up Trucks 2WD,Chevrolet_C10 SILVERADO 2WD,13.983970757556838
Standard Pick-up Trucks 2WD,Chevrolet_C10 SILVERADO 2WD,13.875738626866845
Standard Pick-up Trucks 2WD,Chevrolet_C10 SILVERADO 2WD,12.065070571841364
Standard Pick-up Trucks 2WD,Chevrolet_C10 SILVERADO 2WD,12.38571220450604
Standard Pick-up Trucks 2WD,Chevrolet_C15 SILVERADO LD 2WD,13.487925461659469
Standard Pick-up Trucks 2WD,Ford_F150 2.7L 2WD GVWR>6649 LBS,11.200694444444443
Standard Pick-up Trucks 2WD,Ford_F150 2WD BASE PAYLOAD LT TIRE,11.200694444444443
Standard Pick-up Trucks 2WD,Ford_F150 2WD BASE PAYLOAD LT TIRE,9.800607638888888
Standard Pick-up Trucks 2WD,Ford_F150 2WD BASE PAYLOAD LT TIRE,12.3797149122807
Standard Pick-up Trucks 2WD,Ford_F150 2WD FFV BASE PAYLOAD LT,11.200694444444443
Standard Pick-up Trucks 2WD,Ford_F150 2WD FFV BASE PAYLOAD LT,13.06747685185185
Standard Pick-up Trucks 2WD,Ford_F150 3.5L 2WD GVWR>7599 LBS,12.3797149122807
Standard Pick-up Trucks 2WD,Ford_F150 5.0L 2WD FFV GVWR>7599 LBS,13.836151960784312
Standard Pick-up Trucks 2WD,Ford_F150 PICKUP 2WD,10.561521237728753
Standard Pick-up Trucks 2WD,Ford_F150 PICKUP 2WD,9.531926461748355
Standard Pick-up Trucks 2WD,Ford_F150 PICKUP 2WD,11.320530344231233
Standard Pick-up Trucks 2WD,Ford_F150 PICKUP 2WD FFV,10.905872361602457
Standard Pick-up Trucks 2WD,Ford_F150 PICKUP 2WD FFV,12.249164605303127
Standard Pick-up Trucks 2WD,Ford_F150 PICKUP 2WD LIMITED,12.239094161987966
Standard Pick-up Trucks 2WD,Ford_RANGER 2WD,10.084269743207187
Standard Pick-up Trucks 2WD,GMC_C10 SIERRA 2WD,11.147663417046209
Standard Pick-up Trucks 2WD,GMC_C10 SIERRA 2WD,11.733624494085328
Standard Pick-up Trucks 2WD,GMC_C10 SIERRA 2WD,13.462064932884623
Standard Pick-up Trucks 2WD,GMC_C10 SIERRA 2WD,13.983970757556838
Standard Pick-up Trucks 2WD,GMC_C10 SIERRA 2WD,13.875738626866845
Standard Pick-up Trucks 2WD,GMC_C10 SIERRA 2WD,12.065070571841364
Standard Pick-up Trucks 2WD,GMC_C10 SIERRA 2WD,12.48438663814685
Standard Pick-up Trucks 2WD,GMC_C15 SIERRA LTD 2WD,13.487925461659469
Standard Pick-up Trucks 2WD,NISSAN_TITAN 2WD,13.333782111240232
Standard Pick-up Trucks 2WD,RAM_1500 4X2,10.788472064237574
Standard Pick-up Trucks 2WD,RAM_1500 4X2,12.370925044485933
Standard Pick-up Trucks 2WD,RAM_1500 4X2,13.621966568793809
Standard Pick-up Trucks 2WD,RAM_1500 Classic 4X2,11.928806043824148
Standard Pick-up Trucks 2WD,RAM_1500 Classic 4X2,13.540881100550543
Standard Pick-up Trucks 2WD,RAM_1500 HFE 4X2,10.432698775978485
Standard Pick-up Trucks 2WD,"Roush Industries, Inc._F150 Pickup 2WD",19.32741029854834
Standard Pick-up Trucks 2WD,TOYOTA_TUNDRA 2WD,14.700911458333332
Standard Pick-up Trucks 2WD,TOYOTA_TUNDRA 2WD,15.777001571789176
Standard Pick-up Trucks 4WD,Chevrolet_K10 SILVERADO 4WD,11.733624494085328
Standard Pick-up Trucks 4WD,Chevrolet_K10 SILVERADO 4WD,12.287173098052735
Standard Pick-up Trucks 4WD,Chevrolet_K10 SILVERADO 4WD,14.041236610811639
Standard Pick-up Trucks 4WD,Chevrolet_K10 SILVERADO 4WD,14.461483521775929
Standard Pick-up Trucks 4WD,Chevrolet_K10 SILVERADO 4WD,13.675584509717279
Standard Pick-up Trucks 4WD,Chevrolet_K10 SILVERADO 4WD,13.012463049736022
Standard Pick-up Trucks 4WD,Chevrolet_K10 SILVERADO 4WD,13.660176742745413
Standard Pick-up Trucks 4WD,Chevrolet_K10 SILVERADO 4WD TRAILBOSS,14.788254586987728
Standard Pick-up Trucks 4WD,Chevrolet_K10 SILVERADO 4WD TRAILBOSS,14.700911458333332
Standard Pick-up Trucks 4WD,Chevrolet_K10 SILVERADO 4WD TRAILBOSS,13.474481037409607
Standard Pick-up Trucks 4WD,Chevrolet_K15 SILVERADO LD 4WD,13.657638590501405
Standard Pick-up Trucks 4WD,Ford_F150 2.7L 4WD GVWR>6799 LBS,11.760729166666666
Standard Pick-up Trucks 4WD,Ford_F150 3.5L 4WD GVWR>7599 LBS,13.06747685185185
Standard Pick-up Trucks 4WD,Ford_F150 4WD BASE PAYLOAD LT TIRE,11.760729166666666
Standard Pick-up Trucks 4WD,Ford_F150 4WD BASE PAYLOAD LT TIRE,10.685355035857924
Standard Pick-up Trucks 4WD,Ford_F150 4WD BASE PAYLOAD LT TIRE,13.06747685185185
Standard Pick-up Trucks 4WD,Ford_F150 4WD FFV BASE PAYLOAD LT,12.3797149122807
Standard Pick-up Trucks 4WD,Ford_F150 4WD FFV BASE PAYLOAD LT,13.836151960784312
Standard Pick-up Trucks 4WD,Ford_F150 5.0L 4WD FFV GVWR>7599 LBS,14.700911458333332
Standard Pick-up Trucks 4WD,Ford_F150 PICKUP 4WD,11.21356334332893
Standard Pick-up Trucks 4WD,Ford_F150 PICKUP 4WD,10.685355035857924
Standard Pick-up Trucks 4WD,Ford_F150 PICKUP 4WD,12.49559511540355
Standard Pick-up Trucks 4WD,Ford_F150 PICKUP 4WD FFV,11.623685909790236
Standard Pick-up Trucks 4WD,Ford_F150 PICKUP 4WD FFV,13.181718411417467
Standard Pick-up Trucks 4WD,Ford_F150 PICKUP 4WD LIMITED,12.465133882358758
Standard Pick-up Trucks 4WD,Ford_F150 PICKUP 4WD XL/XLT,9.690100122079999
Standard Pick-up Trucks 4WD,Ford_F150 RAPTOR 4WD,14.33579663771649
Standard Pick-up Trucks 4WD,Ford_RANGER 4WD,10.693127333672775
Standard Pick-up Trucks 4WD,GMC_K10 SIERRA 4WD,11.821610460538436
Standard Pick-up Trucks 4WD,GMC_K10 SIERRA 4WD,12.597316987828345
Standard Pick-up Trucks 4WD,GMC_K10 SIERRA 4WD,14.041236610811639
Standard Pick-up Trucks 4WD,GMC_K10 SIERRA 4WD,14.429722854437744
Standard Pick-up Trucks 4WD,GMC_K10 SIERRA 4WD,14.046519243095615
Standard Pick-up Trucks 4WD,GMC_K10 SIERRA 4WD,13.474481037409607
Standard Pick-up Trucks 4WD,GMC_K10 SIERRA 4WD,13.896314829694045
Standard Pick-up Trucks 4WD,GMC_K10 SIERRA 4WD AT4,13.474481037409607
Standard Pick-up Trucks 4WD,GMC_K10 SIERRA 4WD AT4,13.632861931395562
Standard Pick-up Trucks 4WD,GMC_K15 SIERRA LTD 4WD,13.657638590501405
Standard Pick-up Trucks 4WD,Honda_RIDGELINE AWD,11.315411160447264
Standard Pick-up Trucks 4WD,NISSAN_TITAN 4WD,13.353615149811988
Standard Pick-up Trucks 4WD,NISSAN_TITAN 4WD PRO-4X,13.852856876429417
Standard Pick-up Trucks 4WD,RAM_1500 4X4,11.073090261431755
Standard Pick-up Trucks 4WD,RAM_1500 4X4,12.521137869480198
Standard Pick-up Trucks 4WD,RAM_1500 4X4,13.818188315973547
Standard Pick-up Trucks 4WD,RAM_1500 Classic 4X4,12.575697225355851
Standard Pick-up Trucks 4WD,RAM_1500 Classic 4X4,13.970515447589065
Standard Pick-up Trucks 4WD,"Roush Industries, Inc._F150 Pickup 4WD",19.32741029854834
Standard Pick-up Trucks 4WD,TOYOTA_TUNDRA 4WD,14.836947722766446
Standard Pick-up Trucks 4WD,TOYOTA_TUNDRA 4WD,16.257686556676042
Standard Pick-up Trucks 4WD,TOYOTA_TUNDRA 4WD FFV,16.09273158093987
"Vans, Passenger Type",Ford_Transit T150 Wagon,14.60742394508479
"Vans, Passenger Type",Ford_Transit T150 Wagon,15.221289285791324
"Vans, Passenger Type",Ford_TRANSIT T150 WAGON FFV,15.22247138413216
Special Purpose Vehicle 2WD,Cadillac_XTS HEARSE,13.742139558977893
Special Purpose Vehicle 2WD,Cadillac_XTS LIMO,13.742139558977893
Special Purpose Vehicle 2WD,Ford_RANGER 2WD INCOMPLETE,12.842308378285905
Special Purpose Vehicle 2WD,Ford_TRANSIT CONNECT USPS,10.562706944968355
Special Purpose Vehicle 2WD,Ford_Transit Connect Van 2WD,9.335653210453271
Special Purpose Vehicle 2WD,Ford_Transit Connect Van 2WD,10.537154756358337
Special Purpose Vehicle 2WD,Ford_TRANSIT CONNECT VAN FFV,9.335653210453271
Special Purpose Vehicle 2WD,Ford_TRANSIT CONNECT WAGON LWB FFV,9.162479143537904
Special Purpose Vehicle 2WD,Ford_Transit Connect Wagon LWB FWD,9.162479143537904
Special Purpose Vehicle 2WD,Ford_Transit Connect Wagon LWB FWD,10.59262720196948
Special Purpose Vehicle 2WD,Mercedes-Benz_Metris (Cargo Van),10.690357156383742
Special Purpose Vehicle 2WD,"Mercedes-Benz_Metris (Cargo Van, LWB)",10.516989936746969
Special Purpose Vehicle 2WD,Mercedes-Benz_Metris (Passenger Van),11.40744072734092
Special Purpose Vehicle 2WD,NISSAN_NV200 Cargo Van,9.340806441791692
Special Purpose Vehicle 2WD,NISSAN_NV200 NYC Taxi,9.724151497737923
Special Purpose Vehicle 2WD,RAM_Promaster City,9.89227606374627
